Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt_to_Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code
5000.0,2016-04-02,credit_card,,23.97%,141xx,NY,5 years,0.0
20000.0,2016-04-02,credit_card,,14.36%,024xx,MA,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,20.13%,585xx,ND,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,18.55%,378xx,TN,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,29.51%,370xx,TN,5 years,0.0
21000.0,2016-04-02,credit_card,,23.23%,767xx,TX,5 years,0.0
4000.0,2016-04-02,credit_card,,47.23%,606xx,IL,< 1 year,0.0
15000.0,2016-04-02,credit_card,,47.86%,851xx,AZ,< 1 year,0.0
5000.0,2016-04-02,credit_card,,49.09%,322xx,FL,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,5.93%,902xx,CA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,15.39%,063xx,CT,< 1 year,0.0
5000.0,2016-04-02,home_improvement,,0.46%,660xx,KS,< 1 year,0.0
1000.0,2016-04-02,other,,2.7%,810xx,CO,,0.0
12000.0,2016-04-02,debt_consolidation,,48.81%,217xx,MD,< 1 year,0.0
35000.0,2016-04-02,credit_card,,16.26%,183xx,PA,5 years,0.0
6500.0,2016-04-02,Credit card refinancing,,33.87%,142xx,NY,,0.0
15000.0,2016-04-02,debt_consolidation,,48.09%,296xx,SC,< 1 year,0.0
5000.0,2016-04-02,other,,0%,180xx,PA,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,7.49%,302xx,GA,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,14.64%,756xx,TX,5 years,0.0
3500.0,2016-04-02,medical,,10.64%,465xx,IN,5 years,0.0
10000.0,2016-04-02,Debt consolidation,,10.3%,301xx,GA,,0.0
5000.0,2016-04-02,major_purchase,,8.03%,180xx,PA,5 years,0.0
4000.0,2016-04-02,credit_card,,28.11%,553xx,MN,< 1 year,0.0
8000.0,2016-04-02,credit_card,651.0,1.71%,902xx,CA,< 1 year,0.0
1000.0,2016-04-02,other,,17.13%,760xx,TX,< 1 year,0.0
10000.0,2016-04-02,home_improvement,,3.64%,117xx,NY,< 1 year,0.0
40000.0,2016-04-02,Business,,22.3%,112xx,NY,2 years,0.0
13000.0,2016-04-02,Credit card refinancing,,30.24%,228xx,VA,10+ years,0.0
6000.0,2016-04-02,Car financing,,1.7%,765xx,TX,8 years,0.0
25000.0,2016-04-02,debt_consolidation,,16.25%,100xx,NY,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,-1%,360xx,AL,< 1 year,0.0
10000.0,2016-04-02,other,,1.32%,112xx,NY,< 1 year,0.0
20000.0,2016-04-02,other,,-1%,341xx,FL,< 1 year,0.0
1000.0,2016-04-02,other,,7.68%,809xx,CO,5 years,0.0
25000.0,2016-04-02,debt_consolidation,,30.77%,880xx,NM,< 1 year,0.0
20000.0,2016-04-02,credit_card,623.0,51.32%,333xx,FL,< 1 year,0.0
5000.0,2016-04-02,house,,0.57%,760xx,TX,< 1 year,0.0
1000.0,2016-04-02,other,,0%,117xx,NY,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,20.68%,920xx,CA,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,31.61%,657xx,MO,< 1 year,0.0
5500.0,2016-04-02,debt_consolidation,,28.52%,112xx,NY,,0.0
15000.0,2016-04-02,debt_consolidation,,13.6%,802xx,CO,< 1 year,0.0
7500.0,2016-04-02,moving,,53.4%,310xx,GA,5 years,0.0
40000.0,2016-04-02,debt_consolidation,,40.05%,224xx,VA,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,1.85%,752xx,TX,< 1 year,0.0
15000.0,2016-04-02,other,,33.01%,488xx,MI,< 1 year,0.0
25000.0,2016-04-02,other,,17.45%,175xx,PA,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,34.2%,330xx,FL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,468.67%,902xx,CA,< 1 year,0.0
2000.0,2016-04-02,car,,8.81%,104xx,NY,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,607.0,146.38%,760xx,TX,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,48.26%,770xx,TX,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,40.47%,330xx,FL,< 1 year,0.0
1000.0,2016-04-02,other,,7.5%,953xx,CA,5 years,0.0
15000.0,2016-04-02,debt_consolidation,,87.03%,377xx,TN,,0.0
6000.0,2016-04-02,other,,5.63%,112xx,NY,< 1 year,0.0
2500.0,2016-04-02,renewable_energy,,12.29%,373xx,TN,< 1 year,0.0
6000.0,2016-04-02,home_improvement,,2%,234xx,VA,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,52.73%,815xx,CO,< 1 year,0.0
17000.0,2016-04-02,debt_consolidation,668.0,77.81%,347xx,FL,< 1 year,0.0
5000.0,2016-04-02,major_purchase,763.0,0%,840xx,UT,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,31.12%,446xx,OH,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,22.45%,916xx,CA,< 1 year,0.0
30000.0,2016-04-02,credit_card,637.0,44.21%,551xx,MN,< 1 year,0.0
5000.0,2016-04-02,small_business,653.0,12.6%,554xx,MN,< 1 year,0.0
2000.0,2016-04-02,moving,,2.07%,325xx,FL,5 years,0.0
15000.0,2016-04-02,other,,43.48%,607xx,IL,,0.0
10000.0,2016-04-02,debt_consolidation,,26.05%,284xx,NC,5 years,0.0
2500.0,2016-04-02,credit_card,,8.2%,773xx,TX,5 years,0.0
6000.0,2016-04-02,credit_card,,7.05%,362xx,AL,5 years,0.0
25000.0,2016-04-02,debt_consolidation,,27.87%,782xx,TX,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,12.71%,809xx,CO,5 years,0.0
5000.0,2016-04-02,credit_card,,17.25%,142xx,NY,< 1 year,0.0
5000.0,2016-04-02,home_improvement,,12.46%,761xx,TX,< 1 year,0.0
1000.0,2016-04-02,other,,6.63%,921xx,CA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,-1%,300xx,GA,,0.0
15000.0,2016-04-02,other,,38.71%,012xx,MA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,42.94%,420xx,KY,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,20.31%,925xx,CA,< 1 year,0.0
5000.0,2016-04-02,credit_card,,12.7%,681xx,NE,< 1 year,0.0
8000.0,2016-04-02,Debt consolidation,,15.19%,641xx,MO,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,23.83%,159xx,PA,< 1 year,0.0
1000.0,2016-04-02,other,,26.46%,235xx,VA,5 years,0.0
29000.0,2016-04-02,debt_consolidation,,-1%,349xx,FL,,0.0
20000.0,2016-04-02,other,,0%,330xx,FL,< 1 year,0.0
1500.0,2016-04-02,moving,,25.75%,488xx,MI,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,15.63%,450xx,OH,< 1 year,0.0
5000.0,2016-04-02,car,,0.53%,206xx,MD,5 years,0.0
3000.0,2016-04-02,debt_consolidation,,119.57%,327xx,FL,,0.0
3500.0,2016-04-02,vacation,,21.62%,017xx,MA,< 1 year,0.0
5000.0,2016-04-02,credit_card,,29.19%,100xx,NY,< 1 year,0.0
35000.0,2016-04-02,Debt consolidation,671.0,4.02%,750xx,TX,10+ years,0.0
5000.0,2016-04-02,other,,3.67%,286xx,NC,< 1 year,0.0
1000.0,2016-04-02,vacation,,26.16%,606xx,IL,,0.0
40000.0,2016-04-02,Major purchase,,6.57%,481xx,MI,4 years,0.0
1000.0,2016-04-02,other,,21.6%,802xx,CO,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,57.56%,782xx,TX,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,6.77%,207xx,MD,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,17.39%,155xx,PA,< 1 year,0.0
25000.0,2016-04-02,major_purchase,,3.92%,024xx,MA,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,43.03%,285xx,NC,< 1 year,0.0
1000.0,2016-04-02,other,,11.13%,610xx,IL,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,0%,441xx,OH,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,0%,914xx,CA,< 1 year,0.0
5000.0,2016-04-02,other,,1.55%,483xx,MI,< 1 year,0.0
2000.0,2016-04-02,credit_card,,6.35%,956xx,CA,5 years,0.0
4000.0,2016-04-02,debt_consolidation,,20.82%,023xx,MA,5 years,0.0
6000.0,2016-04-02,debt_consolidation,,32.15%,672xx,KS,< 1 year,0.0
10000.0,2016-04-02,other,,13.35%,465xx,IN,< 1 year,0.0
4000.0,2016-04-02,other,,2.73%,921xx,CA,< 1 year,0.0
5000.0,2016-04-02,major_purchase,,18.29%,469xx,IN,< 1 year,0.0
6500.0,2016-04-02,home_improvement,,24.23%,350xx,AL,< 1 year,0.0
7000.0,2016-04-02,credit_card,,4.5%,282xx,NC,,0.0
3000.0,2016-04-02,debt_consolidation,,4.03%,891xx,NV,< 1 year,0.0
3125.0,2016-04-02,debt_consolidation,,14.5%,665xx,KS,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,4.24%,989xx,WA,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,28.19%,219xx,MD,< 1 year,0.0
20000.0,2016-04-02,home_improvement,,28.03%,382xx,TN,,0.0
7000.0,2016-04-02,debt_consolidation,,23.42%,441xx,OH,< 1 year,0.0
5000.0,2016-04-02,car,,-1%,476xx,IN,< 1 year,0.0
30000.0,2016-04-02,major_purchase,,4.48%,327xx,FL,< 1 year,0.0
3000.0,2016-04-02,moving,,2.85%,945xx,CA,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,10.06%,288xx,NC,< 1 year,0.0
13000.0,2016-04-02,debt_consolidation,,42.39%,335xx,FL,< 1 year,0.0
20000.0,2016-04-02,credit_card,,43.79%,378xx,TN,< 1 year,0.0
1000.0,2016-04-02,other,,-1%,782xx,TX,< 1 year,0.0
4000.0,2016-04-02,credit_card,,28.46%,452xx,OH,< 1 year,0.0
30000.0,2016-04-02,major_purchase,,0.75%,704xx,LA,< 1 year,0.0
5000.0,2016-04-02,home_improvement,,52.68%,960xx,CA,< 1 year,0.0
4000.0,2016-04-02,car,,0%,608xx,IL,5 years,0.0
16000.0,2016-04-02,debt_consolidation,,9.25%,087xx,NJ,< 1 year,0.0
25000.0,2016-04-02,house,,1.71%,082xx,NJ,5 years,0.0
29000.0,2016-04-02,credit_card,,20.18%,981xx,WA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,22.92%,456xx,OH,< 1 year,0.0
8000.0,2016-04-02,credit_card,,22.51%,731xx,OK,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,4.34%,211xx,MD,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,56.04%,190xx,PA,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,597.0,18.69%,891xx,NV,< 1 year,0.0
40000.0,2016-04-02,Credit card refinancing,681.0,21.14%,925xx,CA,7 years,0.0
2700.0,2016-04-02,debt_consolidation,,25.23%,166xx,PA,< 1 year,0.0
5500.0,2016-04-02,debt_consolidation,,46.37%,305xx,GA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,14.55%,305xx,GA,< 1 year,0.0
40000.0,2016-04-02,credit_card,702.0,37.33%,534xx,WI,< 1 year,0.0
10000.0,2016-04-02,Debt consolidation,,6.02%,554xx,MN,10+ years,0.0
10000.0,2016-04-02,major_purchase,,23.59%,483xx,MI,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,51.3%,370xx,TN,< 1 year,0.0
25000.0,2016-04-02,credit_card,,10.55%,113xx,NY,5 years,0.0
35000.0,2016-04-02,house,,19.86%,444xx,OH,5 years,0.0
6000.0,2016-04-02,debt_consolidation,,41.32%,750xx,TX,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,13.2%,033xx,NH,< 1 year,0.0
40000.0,2016-04-02,house,,36%,653xx,MO,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,7.78%,217xx,MD,< 1 year,0.0
2000.0,2016-04-02,other,,4.29%,112xx,NY,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,53.24%,782xx,TX,< 1 year,0.0
40000.0,2016-04-02,other,,4.62%,971xx,OR,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,17.48%,085xx,NJ,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,10.76%,160xx,PA,5 years,0.0
6000.0,2016-04-02,debt_consolidation,,24.27%,658xx,MO,< 1 year,0.0
10000.0,2016-04-02,credit_card,,28.25%,787xx,TX,< 1 year,0.0
4000.0,2016-04-02,other,,762.5%,277xx,NC,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,33.04%,357xx,AL,< 1 year,0.0
2000.0,2016-04-02,moving,,10.2%,957xx,CA,< 1 year,0.0
2000.0,2016-04-02,other,,22.55%,799xx,TX,< 1 year,0.0
10000.0,2016-04-02,car,,2.8%,285xx,NC,5 years,0.0
25000.0,2016-04-02,debt_consolidation,,33.56%,371xx,TN,< 1 year,0.0
3000.0,2016-04-02,vacation,,54.54%,330xx,FL,5 years,0.0
5000.0,2016-04-02,home_improvement,,0%,837xx,ID,< 1 year,0.0
4500.0,2016-04-02,major_purchase,,28.67%,604xx,IL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,28.44%,082xx,NJ,< 1 year,0.0
2000.0,2016-04-02,home_improvement,,22.59%,479xx,IN,< 1 year,0.0
20000.0,2016-04-02,credit_card,,51.62%,445xx,OH,< 1 year,0.0
1800.0,2016-04-02,major_purchase,,0.72%,136xx,NY,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,15.01%,447xx,OH,,0.0
6000.0,2016-04-02,debt_consolidation,,18.29%,490xx,MI,< 1 year,0.0
1000.0,2016-04-02,vacation,,1.6%,207xx,MD,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,76.69%,300xx,GA,< 1 year,0.0
14000.0,2016-04-02,debt_consolidation,,29.72%,958xx,CA,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,0%,741xx,OK,,0.0
5000.0,2016-04-02,Other,,42.91%,029xx,RI,10+ years,0.0
3200.0,2016-04-02,other,,2.98%,104xx,NY,5 years,0.0
2000.0,2016-04-02,other,,17.05%,820xx,WY,5 years,0.0
1000.0,2016-04-02,moving,,0.75%,352xx,AL,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,30.88%,920xx,CA,< 1 year,0.0
5000.0,2016-04-02,other,,0.73%,925xx,CA,< 1 year,0.0
12000.0,2016-04-02,debt_consolidation,,26.01%,324xx,FL,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,15.38%,850xx,AZ,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,54.07%,820xx,WY,5 years,0.0
15000.0,2016-04-02,debt_consolidation,,25.44%,130xx,NY,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,0.81%,530xx,WI,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,31.14%,641xx,MO,< 1 year,0.0
10000.0,2016-04-02,Home improvement,,30.61%,661xx,KS,3 years,0.0
3000.0,2016-04-02,debt_consolidation,,-1%,454xx,OH,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,20.92%,100xx,NY,< 1 year,0.0
25000.0,2016-04-02,home_improvement,,12.56%,370xx,TN,< 1 year,0.0
1000.0,2016-04-02,credit_card,,4%,782xx,TX,5 years,0.0
15000.0,2016-04-02,debt_consolidation,,40.11%,086xx,NJ,< 1 year,0.0
1000.0,2016-04-02,car,,0%,358xx,AL,< 1 year,0.0
15000.0,2016-04-02,home_improvement,,11.18%,335xx,FL,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,22.33%,462xx,IN,,0.0
10000.0,2016-04-02,debt_consolidation,,38.61%,145xx,NY,5 years,0.0
29000.0,2016-04-02,debt_consolidation,,24.3%,114xx,NY,< 1 year,0.0
7000.0,2016-04-02,house,,0%,334xx,FL,5 years,0.0
14500.0,2016-04-02,debt_consolidation,,6.76%,296xx,SC,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,34.23%,113xx,NY,< 1 year,0.0
5000.0,2016-04-02,moving,,1.5%,295xx,SC,< 1 year,0.0
10000.0,2016-04-02,other,,6.46%,120xx,NY,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,9.25%,932xx,CA,< 1 year,0.0
20000.0,2016-04-02,major_purchase,,1.01%,787xx,TX,5 years,0.0
1000.0,2016-04-02,credit_card,,3.94%,386xx,MS,5 years,0.0
27000.0,2016-04-02,car,,-1%,482xx,MI,< 1 year,0.0
35000.0,2016-04-02,medical,,29.2%,853xx,AZ,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,35.86%,207xx,MD,< 1 year,0.0
5000.0,2016-04-02,other,,0%,477xx,IN,5 years,0.0
9500.0,2016-04-02,credit_card,,4.63%,323xx,FL,5 years,0.0
15000.0,2016-04-02,debt_consolidation,,26.93%,859xx,AZ,< 1 year,0.0
15000.0,2016-04-02,car,,2.45%,284xx,NC,,0.0
25000.0,2016-04-02,debt_consolidation,,64.29%,070xx,NJ,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,27.65%,435xx,OH,5 years,0.0
6000.0,2016-04-02,moving,,2.5%,191xx,PA,< 1 year,0.0
13000.0,2016-04-02,car,,83.43%,462xx,IN,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,542.0,5.57%,949xx,CA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,6.94%,775xx,TX,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,9.6%,675xx,KS,< 1 year,0.0
14000.0,2016-04-02,credit_card,,75.99%,194xx,PA,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,22.43%,017xx,MD,< 1 year,0.0
18000.0,2016-04-02,debt_consolidation,,34.96%,441xx,OH,< 1 year,0.0
35000.0,2016-04-02,small_business,,34.14%,142xx,NY,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,37.01%,471xx,IN,< 1 year,0.0
35000.0,2016-04-02,other,,0.79%,138xx,NY,< 1 year,0.0
1500.0,2016-04-02,moving,622.0,14.09%,221xx,VA,< 1 year,0.0
40000.0,2016-04-02,Debt consolidation,,25.17%,895xx,NV,10+ years,0.0
20000.0,2016-04-02,debt_consolidation,,49.16%,235xx,VA,< 1 year,0.0
8500.0,2016-04-02,Medical expenses,,11.71%,891xx,NV,10+ years,0.0
12000.0,2016-04-02,debt_consolidation,,19.41%,323xx,FL,< 1 year,0.0
5000.0,2016-04-02,major_purchase,,11.3%,441xx,OH,< 1 year,0.0
1000.0,2016-04-02,major_purchase,,61.4%,744xx,OK,< 1 year,0.0
7000.0,2016-04-02,other,,0%,657xx,MO,5 years,0.0
1500.0,2016-04-02,debt_consolidation,,4.22%,275xx,NC,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,684.0,10.26%,371xx,TN,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,14.42%,931xx,CA,< 1 year,0.0
1000.0,2016-04-02,major_purchase,,-1%,948xx,CA,5 years,0.0
12000.0,2016-04-02,debt_consolidation,,1.33%,300xx,GA,5 years,0.0
15000.0,2016-04-02,house,,8.44%,305xx,GA,5 years,0.0
5500.0,2016-04-02,major_purchase,,15.15%,388xx,MS,< 1 year,0.0
10000.0,2016-04-02,credit_card,,42.48%,457xx,OH,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,27.88%,199xx,DE,< 1 year,0.0
10000.0,2016-04-02,car,,-1%,208xx,MD,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,11.36%,378xx,TN,< 1 year,0.0
1000.0,2016-04-02,moving,,3.73%,641xx,MO,5 years,0.0
5000.0,2016-04-02,major_purchase,,0.67%,267xx,WV,< 1 year,0.0
15000.0,2016-04-02,small_business,,2.79%,482xx,MI,5 years,0.0
12000.0,2016-04-02,major_purchase,,30.29%,770xx,TX,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,-1%,790xx,TX,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,7.11%,365xx,AL,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,22.28%,782xx,TX,5 years,0.0
4000.0,2016-04-02,other,,2.9%,112xx,NY,< 1 year,0.0
3000.0,2016-04-02,major_purchase,,4.52%,648xx,MO,< 1 year,0.0
1000.0,2016-04-02,medical,,32.06%,544xx,WI,< 1 year,0.0
4500.0,2016-04-02,debt_consolidation,,22.75%,499xx,MI,< 1 year,0.0
35000.0,2016-04-02,house,,6.87%,150xx,PA,5 years,0.0
5000.0,2016-04-02,vacation,,10.71%,930xx,CA,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,4.27%,954xx,CA,< 1 year,0.0
10000.0,2016-04-02,Debt consolidation,,18.1%,233xx,VA,,0.0
20000.0,2016-04-02,house,,0.75%,473xx,IN,5 years,0.0
3000.0,2016-04-02,medical,,11.11%,201xx,VA,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,39.44%,190xx,PA,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,26.9%,483xx,MI,5 years,0.0
30000.0,2016-04-02,debt_consolidation,,9999%,076xx,NJ,< 1 year,0.0
6000.0,2016-04-02,home_improvement,,30.16%,253xx,WV,5 years,0.0
15000.0,2016-04-02,other,,193.14%,430xx,NC,< 1 year,0.0
25000.0,2016-04-02,Debt consolidation,646.0,32.16%,212xx,MD,10+ years,0.0
4000.0,2016-04-02,credit_card,,47.89%,604xx,IL,5 years,0.0
3000.0,2016-04-02,debt_consolidation,,18.52%,112xx,NY,< 1 year,0.0
5000.0,2016-04-02,credit_card,,43.26%,378xx,TN,5 years,0.0
17000.0,2016-04-02,credit_card,,48.68%,781xx,TX,< 1 year,0.0
2000.0,2016-04-02,other,,3.51%,312xx,GA,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,29.99%,770xx,TX,5 years,0.0
15000.0,2016-04-02,credit_card,,6.52%,553xx,MN,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,11.72%,231xx,VA,< 1 year,0.0
17000.0,2016-04-02,other,,32.11%,967xx,HI,,0.0
10000.0,2016-04-02,credit_card,,-1%,883xx,NM,5 years,0.0
15000.0,2016-04-02,other,,7.95%,064xx,CT,< 1 year,0.0
20000.0,2016-04-02,Debt consolidation,,21.32%,078xx,NJ,1 year,0.0
15000.0,2016-04-02,debt_consolidation,,26.22%,544xx,WI,< 1 year,0.0
1000.0,2016-04-02,car,,3.86%,408xx,KY,< 1 year,0.0
3000.0,2016-04-02,house,,7.14%,770xx,TX,5 years,0.0
7500.0,2016-04-02,debt_consolidation,,3.72%,381xx,TN,< 1 year,0.0
15000.0,2016-04-02,car,,-1%,373xx,TN,5 years,0.0
15000.0,2016-04-02,major_purchase,,4.55%,481xx,MI,5 years,0.0
1000.0,2016-04-02,moving,544.0,0.7%,352xx,AL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,17.39%,919xx,CA,< 1 year,0.0
5000.0,2016-04-02,other,,5.73%,206xx,MD,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,52.33%,928xx,CA,5 years,0.0
3500.0,2016-04-02,other,,4.27%,333xx,FL,< 1 year,0.0
6600.0,2016-04-02,Credit card refinancing,,29.08%,838xx,ID,,0.0
10000.0,2016-04-02,debt_consolidation,,19.51%,685xx,NE,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,20.82%,021xx,MA,< 1 year,0.0
8000.0,2016-04-02,Debt consolidation,,25.78%,606xx,IL,4 years,2.0
7000.0,2016-04-02,debt_consolidation,,18.78%,481xx,MI,5 years,0.0
15000.0,2016-04-02,credit_card,,28.86%,195xx,PA,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,0.74%,552xx,MN,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,17.91%,278xx,NC,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,21.05%,926xx,CA,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,0%,211xx,MD,5 years,0.0
9000.0,2016-04-02,debt_consolidation,,13.49%,481xx,MI,< 1 year,0.0
10000.0,2016-04-02,home_improvement,,0%,773xx,TX,< 1 year,0.0
5000.0,2016-04-02,major_purchase,,33.37%,330xx,FL,< 1 year,0.0
15000.0,2016-04-02,home_improvement,,30.63%,136xx,NY,< 1 year,0.0
22000.0,2016-04-02,debt_consolidation,,18.5%,706xx,LA,< 1 year,0.0
35000.0,2016-04-02,home_improvement,,63.35%,231xx,VA,< 1 year,0.0
10000.0,2016-04-02,medical,,6.75%,112xx,NY,5 years,0.0
5725.0,2016-04-02,credit_card,,17.26%,403xx,KY,5 years,0.0
5000.0,2016-04-02,other,,25.94%,997xx,AK,5 years,0.0
1000.0,2016-04-02,debt_consolidation,,12.16%,330xx,FL,5 years,0.0
25000.0,2016-04-02,debt_consolidation,,63.64%,922xx,CA,5 years,0.0
10000.0,2016-04-02,other,,2.31%,985xx,WA,< 1 year,0.0
8000.0,2016-04-02,other,,16.62%,208xx,MD,5 years,0.0
5000.0,2016-04-02,vacation,,19.49%,945xx,CA,< 1 year,0.0
3325.0,2016-04-02,moving,,932.27%,953xx,CA,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,10.63%,779xx,TX,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,26.84%,802xx,CO,5 years,0.0
3000.0,2016-04-02,debt_consolidation,,8.48%,611xx,IL,< 1 year,0.0
3000.0,2016-04-02,debt_consolidation,,23.78%,201xx,VA,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,19.54%,986xx,WA,< 1 year,0.0
5000.0,2016-04-02,other,,19.95%,538xx,WI,,0.0
10000.0,2016-04-02,debt_consolidation,,36.17%,730xx,OK,< 1 year,0.0
5000.0,2016-04-02,medical,,68.42%,953xx,CA,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,0%,385xx,TN,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,12.47%,292xx,SC,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,16.73%,535xx,WI,< 1 year,0.0
3000.0,2016-04-02,debt_consolidation,,20.34%,841xx,UT,< 1 year,0.0
20000.0,2016-04-02,major_purchase,,9.31%,300xx,GA,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,17.12%,150xx,PA,< 1 year,0.0
8000.0,2016-04-02,credit_card,,10.55%,981xx,WA,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,40.85%,765xx,TX,< 1 year,0.0
7000.0,2016-04-02,debt_consolidation,,13.87%,080xx,NJ,,0.0
5000.0,2016-04-02,debt_consolidation,,13.71%,752xx,TX,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,21.6%,291xx,SC,5 years,0.0
4000.0,2016-04-02,major_purchase,,5.11%,461xx,IN,< 1 year,0.0
1000.0,2016-04-02,other,577.0,22.74%,229xx,VA,< 1 year,0.0
10000.0,2016-04-02,other,,19.19%,112xx,NY,< 1 year,0.0
2500.0,2016-04-02,vacation,,10.87%,062xx,CT,5 years,0.0
15000.0,2016-04-02,major_purchase,,15.82%,482xx,MI,5 years,0.0
7500.0,2016-04-02,credit_card,,12.24%,080xx,NJ,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,156.03%,727xx,AR,< 1 year,0.0
3000.0,2016-04-02,debt_consolidation,,16.61%,485xx,MI,< 1 year,0.0
